电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,Column1
建造汽车,142000,563,8224,397,1018,科技人文社会,暂无评分,评分人数不足,, 全4集,0,6,简介：我们以惊人的速度制造汽车，在大众迷你汽车在牛津的工厂里，一天可以生产上千辆车，几乎是每分钟就有一辆汽车被生产出来。你知道一辆汽车是如何诞生的吗？跟随James来一场汽车工厂里的奇妙旅行吧。
恐同：秘密网络,164000,1135,5484,492,1721,人文社会,暂无评分,评分人数不足,,0,3,简介：本片讲述的是一个美国宗教组织网络，名字被称为全球家庭议会。他们立志于保护传统家庭观念，全球家庭议会及其相关组织在全世界八十多个国家中建立起了联系，但他们输掉了本土的斗争，在美国同性恋如今已经合法化。,
中世纪国王秘史,267000,955,30000,666,2005,人文历史,暂无评分,评分人数不足,, 全3集,0,7,简介：雅尼娜·拉米瑞兹博士带大家揭开为国王特制的手工绘本中的秘密，从而给大家展示一幅中世纪王室生活的隐秘画卷...第一集 由书而治雅尼娜要探寻的第一个君主就是：首个创建了统一英格兰的盎格鲁撒克逊君主。她在大英图书馆的皇室手稿收藏中找到了千年前的书籍，还找到了一个长达五米的皇室族谱。她发现这个国王热衷于追求修女，她还找到了一本书，这本书是年仅十岁的公主的陪嫁。
里克·斯坦远东美食游,235000,2904,9242,220,403,旅行美食,暂无评分,评分人数不足,, 全6集,0,1,简介：英国名厨里克斯坦Rick Stein特地远赴斯里兰卡、泰国、马来西亚、印度尼西亚等地，穿梭大小餐厅、夜市和小贩档…为的是要尝尽种类繁多、席卷世界的亚洲菜式！
真实的故事 第3季,108000,264,2841,135,139,人文社会科技,暂无评分,评分人数不足,, 全5集,0,0,简介：从科幻小说到恐怖故事，从犯罪影片到科幻电影，它们都能抓住观众的心，娱乐观众。但这些影片的灵感从何而来？这些故事完全是虚构还是有事实依据？这一季的《真实的故事》将深入分析《大白鲨》、《加勒比海盗》、《侏罗纪公园》、《坦泰尼克号》和《角斗士》。了解激发彼得?本奇利灵感的鲨鱼攻击和真正威胁加勒比海安全的海盗；分析将恐龙带回现实生活的想法并不是听起来那么遥远。每集纪录片将分析一部电影，揭示影片背后的真实故事。
奶爸当家,19000,22,699,40,52,人文社会,暂无评分,评分人数不足,, 全3集,0,0,简介：这是《照顾婴儿》制作人打造的又一档广受好评的体验性电视节目。9个男人将被送去3个托儿所学习速成育儿课程。他们要学会喂幼童吃饭、换尿布等等。这些男人几乎都没有照顾孩子的经验，他们中的一些人马上就要当爸爸了。他们似乎低估了这项工作。本片就是要帮助他们端正态度，学会如何照料幼童。本节目中，9个男人被分为3组，分别被派往3个托儿所。
林下生命,766000,17000,57000,2219,5435,自然动物,9.8,157,, 全5集,1,41,简介：看看怪异、可怕、美丽得令人吃惊的无脊椎动物的世界吧！和大卫·爱登堡一起，去开创性地探索一个我们从未见过、却一直围绕在我们周围的壮观的微观宇宙吧！它们不仅仅包括臭虫和昆虫，还有奇异的蝉、萤火虫、结网的蜘蛛和荧光色的蜻蜓——更不用说其它令人难以置信的生命形式和它们惊人的秘密行为了。幸亏有了照明、光学和计算机动作控制技术的革新，这个动荡不安、超级有组织的世界终于以其非凡居民的视角被揭开了面纱。这些动物可能极其微小，但它们的生活的确是宏伟壮观的……
蘑菇的魔力,178000,1503,14000,647,1550,科技自然,暂无评分,评分人数不足,,0,23,简介：夏末秋自然村开村以来，似乎没有专门做过真菌界的片子啊～～，这一界里都是非常神奇的蘑菇君，它们神通广大，虽然既非植物也非动物，却是自然界重要的一员。它们也是人类生活中不可缺少的伙伴，既能抗菌抗癌，也能清除垃圾；既能生产新材料，也能搭配火锅；五周年庆大家都风风火火，自然村终于磨唧出了一枚蘑菇,
千禧婴孩档案：2008,52000,597,2175,58,155,人文社会,暂无评分,评分人数不足,, 全3集,0,1,简介：这一特有纪录片系列对25名千禧年出生的儿童的生活进行了追踪，即将进入第8个年头。8岁的儿童面临着许多完全不同的问题。理解他们学习应对家与学校差异并使自己感觉更为安全的方式，在进入到生命中一个按性别区分、男孩女孩都更喜欢各自性别的阶段时，他们的行为会受到怎样的影响？最后，他们如何应付令人提心吊胆的考试？他们最初的态度和结果如何影响他们整个的教育？
南太平洋,1486000,29000,115000,4004,6189,自然动物,9.8,418,, 全6集,0,108,简介：本片为观众揭开南太平洋独有的文化历史，以及海洋中星罗棋布的岛屿的野生生态。摄制队于不同岛屿发现了南太平洋一系列令人赞叹的自然景观，包括难得一见的海底火山爆发、壮丽的宝石珊瑚礁、虎鲨猎获信天翁的一刻以及能撕开椰子的陆上巨蟹……在一些被隔离的孤岛上，更发现了特别进化的食肉毛虫、有耐寒能力的吸血虫、于交配时会发出像牛蛙一样叫声的怪叫鹦鹉及尾巴像猴子尾的小蜥蜴。 南太平洋的土著是地球上最僻远的人类社会，他们会为大家细说祖先们是如何由千里多外迁徙到岛上定居。
马克·扎克伯格：揭秘脸谱网,53000,170,3576,113,309,人文社会,暂无评分,评分人数不足,,0,4,简介：马克·艾略特·扎克伯格（Mark Elliot Zuckerberg），1984年05月14日生于美国纽约州白原市。社交网站Facebook的创始人兼首席执行官，被人们冠以“第二盖茨”的美誉。哈佛大学计算机和心理学专业辍学生。据《福布斯》杂志保守估计，马克·扎克伯格拥有135亿美元身价，是2008年全球最年轻的富豪，也是历来全球最年轻的自行创业亿万富豪。,
零度以下的生活:消融 第一季,603000,12000,16000,606,735,探险人文,暂无评分,评分人数不足,, 全6集,0,24,简介：对四个生活在这片远离人烟的无情领土的不同角落的家庭来说，春天已经回来。严冬过后，在遥远的阿拉斯加，破冰正在进行。《零度以下的生活》的几个坚强的角色面临着全新的挑战。从许多方面来说，春季比冬天难捱多了，是阿拉斯加每年最艰难时候的开始。那些离群索居的人必须最努力地工作，尽可能在寒冬来临前获得更多的食物和关键的资源。极低的温度是冬季最大的敌人，现在，熊和嗜血的蚊子让每个人都高度戒备。积雪覆盖的山成为难以逾越的障碍，湍急的河流、凶猛的掠食动物、夏季的虫子成为生活在这片荒原的男男女女面临的新挑战。
鸟瞰地球,1216000,12000,63000,1120,1845,自然动物,9.8,110,, 全6集,1,31,简介：像鸟儿一样飞翔，并借助人类和鸟类之间的一些特殊关系，《飞越地球》团队拍摄到了最壮观的野生动物画面。这部纪录片拍摄历时4年，覆盖了6个大洲和40多个国家。此外，团队还采用了各种特别的拍摄技术。我们通过鸟类的眼睛观察这个世界。白鹭告诉我们，海豚喜欢在浅滩捕食，上百万只岸禽与海洋中的史前生物共处一地。海鸥把我们带到了莫诺湖，它们张着嘴巴追捕苍蝇。像鸟儿一样飞翔固然快感无限，但是这些壮丽的景观更让人无比感叹。
谋杀倒计时 第二季,407000,1317,13000,297,315,人文社会罪案,暂无评分,评分人数不足,, 全8集,0,4,简介：这个引人关注的创新系列回来了，它讲述了8个令人高度关注并感到震惊的谋杀故事，从凶手和受害者的角度描绘了通向令人恐怖的杀害事件的最后几天。计时从谋杀凶手决定杀人的那一刻开始——这是触发的时刻。每个故事都讲述了受害者生命的最后几个小时以及凶手犯罪前的最后几个小时。本系列从法医学的细节重建杀人事件的细节，利用目击者从未公开讲述过的证词，此外还倾听了受害者家人和朋友的心声。此外，刑事学家、警探、病理学家和跟踪这些案件的媒体记者也对这个系列做出了贡献。
鲁布托鞋的秘密,15000,72,1462,42,72,人文社会,暂无评分,评分人数不足,,0,0,简介：直到最近不久前，鲁布托鞋仍然是时尚界不为人知的秘密之一，它只供时尚界的精英、富有人士和好莱坞的一线演员穿戴，她们愿意为这些红底超高跟鞋一掷千金，鲁布托鞋为何会成为时尚界的标志？,
谋杀倒计时 第一季,137000,3965,13000,516,395,罪案社会,暂无评分,评分人数不足,, 全6集,0,5,简介：这个引人注目的犯罪系列讲述了6个令人高度关注并感到震惊的谋杀故事。每一集都从法医学的角度，描述了案情的惊人细节，从凶手和受害者的角度描绘了通向令人恐怖的杀害事件的最后几天。《谋杀倒计时》从谋杀者和受害者的角度回顾了案发前几天、几小时甚至几分钟的事情，通过戏剧性重建准确找到触发每次谋杀行动的原因。这个系列以独家的目击者证词为特征，这些证词是以前从未公开过的，此外还结合了刑事学家、警探、病理学家和媒体记者的评论。
世界末日,183000,1997,9523,390,1310,科技宇宙,暂无评分,评分人数不足,,0,18,简介：《末日》探索了四个有可能的天启之灾场景，这些都曾被科学家所预言过。影片中使用了惊艳的特效，来生动展现了每个场景可能对文明带来的影响。在这些场景中，有袭击了纽约的大海啸、覆灭了柏林的彗星、祸害了英国的致命病毒；还有在最后，科学家尝试重塑黑洞的过程中，毁灭了整个地球。你想要面临哪一种末日呢？,
罗马隐藏的城市,34000,73,3259,76,178,人文旅行历史科技,暂无评分,评分人数不足,,1,3,简介：古典学者迈克尔?斯科特博士利用罗马街道下方的独特通道和令人震撼的新型可视化技术，带领一个专家小组探访古代世界最令人敬畏的城市、这座城市的创造者以及在这座城市生活的人们。罗马的摩天大楼固然壮观，但它们只是这座城市的一部分。罗马还有一个鲜为人知的地下世界。巨大的地下采石场、地下沟渠和蓄水池，还有竞技场下方精心打造的升降机、活门和机关，影片将首次揭示神奇罗马不为人知的故事。,
