电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
鬼灭之刃,890000000,10183000,14952000,3992000,4117000,漫画改战斗热血声控,9.7,399181,已完结, 全26话,645,128375,简介：大正时期，日本。心地善良的卖炭少年·炭治郎，有一天他的家人被鬼杀死了。而唯一幸存下来的妹妹——祢豆子变成了鬼。被绝望的现实打垮的炭治郎，为了寻找让妹妹变回人类的方法，决心朝着“鬼杀队”的道路前进。人与鬼交织的悲哀的兄妹的故事，现在开始！,,,,,,,,,,,,
火力少年王,13230000,326000,122000,15000,61000,剧情青春励志,9.7,1558,已完结, 全40集,1,464,简介：故事发生在江海一中。高大树（岳鼎 饰）是在那里就职的体育老师，受校方所托，高大树组建了一支名为“江海队”的悠悠球队，准备参加数月之后举行的秋季悠悠球大赛。李非（张逸凡 饰）自幼在外国长大，刚刚回国的他转校来到了江海一中，成为了球队中的一员。球队的队长是名为麦军（陈伟栋 饰）的男生，李非桀骜不驯自由散漫的个性让两人之间爆发出了激烈的矛盾。最终，在高大树的努力之下，两个同样充满了天赋和才华的孩子握手言和，并肩作战。他们所要面对的敌人，是李非的宿敌，曾获得美国悠悠球比赛冠军的迈克（殷鹏 饰），面对这位强大的对...,,,,,,,,,,,,
火力少年王3,2691000,49000,122000,1606,8572,剧情青春励志,8.9,204,已完结, 全36集,0,49,简介：一直视悠悠球为体育运动的悠悠球高手姚杰在东亚悠悠球大赛上落败，由此萌生了放弃悠悠球的念头。就在这时，姚杰却遇到了一直将悠悠球当作玩具的凌亮，二人因对悠悠球的观念不同而产生了矛盾和冲突，机缘巧合下，凌亮加入了以姚杰为首的悠悠球队，二人通过一同训练，经过不断的磨合、相处，姚 杰逐渐从凌亮身上体会到玩悠悠球的真正乐趣，放下了过重的得失心，学会享受自己心爱的运动；而凌亮最终也明白到了什么是悠悠球运动，开始认真对待悠悠球。两个对悠悠球概念截然不同的年青人，最终为着同一个目标，以热诚热血，并肩向着梦想进发！,,,,,,,,,,,,
火力少年王4,2583000,63000,122000,1867,8397,奇幻青春励志,9,261,已完结, 全42集,0,80,简介：该剧讲述了时隔1年的暑假，悠悠球协会要组建中国有史以来第一支悠悠球精英队. 一时间,各路赛手云集云港市金沙湾“火力集训基地”姚杰，郭睿，严青等也在其中，没有收到通知而一心梦想要加入精英队的何马和姚杰的粉丝林琳也跟随而来，姚杰等人在集训基地遇到了飞鹰队的何顺，安迪等众多高手，原银沙湾《你好,悠悠!》杂志的唐主编已经被任命为精英队领队，而素有铁血教练称号的问题教练杨振军也临危受命。,,,,,,,,,,
时之歌—暮日醒觉诗 谍影篇,1580000,8203,50000,8183,17000,动态漫热血战斗魔法,9.4,498,已完结, 全14话,0,181,简介：遥远银河彼端，闪耀着一颗孕育魔法神力的星球——维尔哈伦。大陆上存在着四个迥然各异的国家。来自南国的少年界海机缘巧合下进入一间名为“时之歌”的神秘藏书阁打工，在工作过程中结识了来自不同国家的神秘客人，而这些错综复杂的关系有意无意地将他卷入一场深关大陆命运的漩涡……,,,,,,,,,,,,
快餐厅之恋,431000,3556,52000,896,4050,游戏改恋爱,9.1,163,已完结, 全6话,0,79,简介：夏天到来了，准备暑假打工的耕治请求好友真士帮他介绍一份工作。此时，身着巫女装的COSPLAY爱好者小司在他们眼前走过，色色的耕治马上被小司的可爱所吸引。在得知小司是在为Pia Carrot快餐厅送外卖时，耕治眼前一亮！,,,,,,,,,,,,
钻石王牌 act II 前半,18127000,200000,410000,51000,63000,漫画改校园运动社团,9.7,4538,已完结, 全25话,22,1212,简介：国中时期最后的大赛，率领因为学校整合关系面临废校的赤成中学参赛，却在第一回战中投出暴投，而输掉比赛的投手泽村荣纯，本来决定要与国中时期的朋友一同考入故乡的高中，却被东京的棒球名校青道高中挖角，并在那里遇见了天才捕手御幸一也，就此改变了他的人生…,,,,,,,,,,,,
迪多小子,157000,1076,2803,228,3161,喜剧科幻,暂无评分,评分人数不足,90,2,17,简介：在内华达沙漠里生活着一位来自意大利那不勒斯的教授，他一生都在探听太空，试图寻找一个声音——他多年前去世的爱妻的声音。这位忧郁的科学家驻扎在著名的51区（传说中经常出现诡异的不明飞行物）附近，本职是为美国政府进行项目研究。但他波澜不惊的生活每天都会被年轻的史黛拉打搅，她的工作是为那些仍然相信外星人存在的游客策划婚礼。有一天，教授收到一个邮包和一段录像，得知那不勒斯已逝兄长的孩子——安妮塔和迪多即将来访。教授话不多说，迅速安排妥当一切，做好迎接侄子侄女的准备。侄女安妮塔十六岁，梦想和Lady Gaga一起开泳池派对...,,,,,,,,,,,,,
足球使命,88000,906,1032,158,2623,剧情,暂无评分,评分人数不足,92,1,7,简介：来自沙特阿拉伯的安玛尔·阿尔马蒂随父母来到了美国，父亲作为一名成功的建筑设计师也希望儿子能够继承他的衣钵。然而阿尔马蒂却有自己的想法，他喜欢足球，希望能加入学校足球队，成为一名足球运动员。阿尔玛蒂实现梦想的道路并不平坦，由于父亲的阻挠他没能通过校队的选拔赛，但他并未气馁，他每天坚持不懈地提高自己的球技，并等待着加入球队的机会。这个机会终于来临了，因为球员帕克对排练的不尊重，教练决定将帕克替换，换阿尔玛蒂加入球队。这件事引起了帕克的强烈不满。于此同时，阿尔玛蒂的父亲因为工作的调动，准备举家回国。,,,,,,,,,,,,,
一个人的〇〇小日子,17887000,264000,1099000,94000,116000,漫画改日常萌系校园,9.6,8191,已完结, 全12话,25,2516,简介：极度怕生的少女一里波知，在小学时就只有一位朋友，就是这仅有的一位朋友，和波知定下了约定「波知要在中学毕业前和全班同学成为朋友」如果做不到的话就和波知绝交？！但是，一紧张就迈不开步子，无法面对他人视线的波知，做不到主动和人谈话。在之前，甚至连交朋友的方法都不知道，波知的交友作战总是伴随着小小的意外和失败，她真的能够成功交到朋友吗。,,,,,,,,,,,,
雪怪传奇,409000,437,1596,133,589,人文旅行神秘,暂无评分,评分人数不足,已完结, 全3集,0,0,简介：你有没有好奇过珠峰顶上神秘出现的雪人脚印？你是否被出没在美国的大脚怪所震惊？你可曾想过俄罗斯的野人是真实存在的？跟随马克·埃文斯踏上环游世界的旅程，一起用科学揭开这些匪夷所思的故事背后的真相。,,,,,,,,,,,,
传承大家,114000,54,3519,245,8670,人文社会历史,暂无评分,评分人数不足,已完结, 全8集,0,0,简介：传承大家系列纪录片,,,,,,,,,,,,
绝命响应,12277000,60000,264000,15000,67000,原创战斗,5.9,2884,已完结, 全30话,19,979,简介：故事讲述未来30年后，仿真智能人在人类社会被广泛应用。人类为了自身安全，建立了东西方智能岛。一支由智能姬组成的神秘战队，为了维护人类安全和世界和平，一次次地打击异变智能人的犯罪行为和恐怖袭击。,,,,,,,,,,,,
尼采老师,1119000,16000,53000,2921,5014,剧情搞笑都市,9.6,586,已完结, 全10集,1,176,简介：在一家24小时营业的便利店里，生活这几个性格满满的怪人。没有正式工作的松驹（浦井健治 饰）是便利店的夜班兼职店员，最近店里迎来了佛学部大学生仁井智慧（间宫祥太朗 饰）。仁井帅气而木讷，他随时随地可以背诵《心经》，同时熟读尼采，坚信上帝已死，所以不把顾客当作上帝。此外还有贪财的前辈渡利久慈（じろう 饰）、神经兮兮兼胡言乱语的店长（佐藤二朗 饰），这几个活宝真把夜晚的便利店闹得妙趣横生。当然，松驹的青梅竹马塩山枫（松井玲奈 饰）也不是等闲之辈，花痴的她自从见到仁井那一刻起神经就变得不正常了。好玩的便利店，谁想去...,,,,,,,,,,,,
时间管理局 第一季,2424000,19000,120000,2388,8929,剧情奇幻穿越神话,9.1,190,已完结, 全8集,1,66,简介：时间管理局是一个自治且神秘的政府机构，直接听命于政府最高负责人。只有国王，首相以及极少数人知道。去往其它时代需要通过由政府巡逻队守卫的一道门。其目的是检查和阻止任何对过去的侵入影响我们目前生活或相反的行为，这些行为多是为了一己私欲而利用历史。为此，巡逻队需要去往过去，并阻止它们的发生。,,,,,,,,,,,,
时间管理局 第二季,593000,19000,120000,726,4910,剧情奇幻穿越神话,9,100,已完结, 全13集,1,29,简介：上一季胡里安愤而出走，这一季将会是由谁来接替他的位置呢？影视男星 雨果·席尔瓦 的加盟又将给第二季的拍摄带来怎样的化学反应？席德传说、西班牙80年代的堕落一代、塞万提斯和《堂吉诃德》、拿破仑和西法战争、逃脱大师胡迪尼..... 西班牙人又会通过怎样的镜头语言将这些历史上的传奇一一呈现呢？,,,,,,,,,,,,
梦幻书院,4611000,14000,624000,6627,12000,游戏改搞笑日常萌系,9.2,494,已完结, 全14话,1,320,简介：欢乐闹腾的梦幻书院开学啦！喜欢耍帅犯二的剑侠客、天真烂漫的骨精灵、天然呆的杀破狼、爱吃醋的巫蛮儿、热心肠的逍遥生……这样一大群性格迥异的同学们在一起，不知道会发生什么有趣的故事？又会闹出怎样的笑话呢？敲黑板！记得认真听课，梦幻书院的师父们还有江湖秘技要传授给大家哦！！,,,,,,,,,,,,
非正式会谈 第2季,58151000,1723000,2736000,201000,199000,文化脱口秀,9.9,4084,已完结, 全50集,3,1140,简介：《非正式会谈》是一档外国人用中文搞事情（siao）的文化访谈类节目，每期十一国代表，带着彼此的言值（偏见）和颜值（刷脸），配合挑事的大左、杨迪、陈铭、陈超四位司机（补刀专业户），出演一场互相伤害的大戏。每周五晚21:20，你带好三观，听湖北卫视召唤，用80分钟的进度条，打破认知的结界，发现新世界的入口。,,,,,,,,,,,,
非正式会谈 第3季,59869000,2346000,2736000,297000,197000,文化脱口秀,9.8,3985,已完结, 全42集,0,1051,简介：《非正式会谈》是一档外国人用中文搞事情（siao）的文化访谈类节目，每期十一国代表，带着彼此的言值（偏见）和颜值（刷脸），配合挑事的大左、杨迪、陈铭、陈超四位司机（补刀专业户），出演一场互相伤害的大戏。每周五晚21:20，你带好三观，听湖北卫视召唤，用80分钟的进度条，打破认知的结界，发现新世界的入口。,,,,,,,,,,,,
非正式会谈 第3.5季,32184000,972000,2736000,126000,125000,文化脱口秀,9.7,1816,已完结, 全20集,0,433,简介：《非正式会谈》是一档外国人用中文搞事情（siao）的文化访谈类节目，每期十一国代表，带着彼此的言值（偏见）和颜值（刷脸），配合挑事的大左、杨迪、陈铭、陈超四位司机（补刀专业户），出演一场互相伤害的大戏。每周五晚21:20，你带好三观，听湖北卫视召唤，用80分钟的进度条，打破认知的结界，发现新世界的入口。,,,,,,,,,,,,
非正式会谈 第4季,48665000,1064000,2736000,170000,220000,文化脱口秀,9.8,3112,已完结, 全12集,2,737,简介：《非正式会谈》是一档外国人用中文搞事情（siao）的文化访谈类节目，每期十一国代表，带着彼此的言值（偏见）和颜值（刷脸），配合挑事的大左、杨迪、陈铭、陈超四位司机（补刀专业户），出演一场互相伤害的大戏。每周五晚21:20，你带好三观，听湖北卫视召唤，用80分钟的进度条，打破认知的结界，发现新世界的入口。,,,,,,,,,,,,
非正式会谈 第5季,120000000,2540000,2736000,446000,857000,文化脱口秀,9.8,16098,已完结, 全12集,40,6582,简介：《非正式会谈》是一档外国人用中文搞事情（siao）的文化访谈类节目，每期十一国代表，带着彼此的言值（偏见）和颜值（刷脸），配合挑事的大左、杨迪、陈铭、陈超四位司机（补刀专业户），出演一场互相伤害的大戏。5月17日起，每周五晚20:00，哔哩哔哩超前一周全网独播，用80分钟的进度条，打破认知的结界，发现新世界的入口。,,,,,,,,,,,,
